2025-12-08 09:38:40 | INFO | main | Authenticating with Angel One SmartAPI...
2025-12-08 09:56:20 | INFO | data_feed | Resolved 4 instrument tokens
2025-12-08 09:56:20 | INFO | live | Monitoring... (waiting for data)
2025-12-08 09:56:22 | INFO | data_feed | WebSocket connected. Subscribing to 4 instruments
2025-12-08 09:56:25 | INFO | live | Monitoring... NSE=₹966.00 BSE=₹966.50 Spread=₹0.50
2025-12-08 09:56:30 | INFO | live | Monitoring... NSE=₹965.90 BSE=₹966.50 Spread=₹0.60
2025-12-08 09:56:31 | INFO | main | Signal SBIN spread=0.90 buy=NSE@₹965.60 sell=BSE@₹966.50 qty=50
2025-12-08 09:56:31 | INFO | order_executor | Order placed NSE BUY SBIN qty=50 id=251208000206904
2025-12-08 09:56:31 | INFO | order_executor | Order placed BSE SELL SBIN qty=50 id=251208000206906
2025-12-08 09:56:32 | WARNING | order_executor | ⚠️ Trade INCOMPLETE: SBIN | Spread=₹0.90 | BUY: NSE (id=251208000206904, status=REJECTED, price=N/A) | SELL: BSE (id=251208000206906, status=REJECTED, price=N/A)
2025-12-08 09:56:33 | ERROR | order_executor | Failsafe triggered for SBIN: {'buy': {'result': {'order_id': '251208000206904', 'status': 'REJECTED', 'price': None}, 'leg': OrderLeg(exchange='NSE', symbol='SBIN', side='BUY', quantity=50, order_type='MARKET', product='INTRADAY', validity='IOC', price=0.0, trigger_price=0.0)}, 'sell': {'result': {'order_id': '251208000206906', 'status': 'REJECTED', 'price': None}, 'leg': OrderLeg(exchange='BSE', symbol='SBIN', side='SELL', quantity=50, order_type='MARKET', product='INTRADAY', validity='IOC', price=0.0, trigger_price=0.0)}}
2025-12-08 09:56:35 | INFO | live | Monitoring... NSE=₹965.65 BSE=₹965.70 Spread=₹0.05
2025-12-08 09:56:40 | INFO | live | Monitoring... NSE=₹965.65 BSE=₹965.70 Spread=₹0.05
2025-12-08 09:56:45 | INFO | live | Monitoring... NSE=₹965.55 BSE=₹965.70 Spread=₹0.15
2025-12-08 09:56:50 | INFO | live | Monitoring... NSE=₹965.65 BSE=₹965.70 Spread=₹0.05
2025-12-08 09:56:55 | INFO | live | Monitoring... NSE=₹965.35 BSE=₹965.05 Spread=₹0.30
2025-12-08 09:57:00 | INFO | live | Monitoring... NSE=₹965.35 BSE=₹965.05 Spread=₹0.30
2025-12-08 09:57:05 | INFO | live | Monitoring... NSE=₹965.30 BSE=₹965.05 Spread=₹0.25
2025-12-08 09:57:10 | INFO | live | Monitoring... (waiting for data)
2025-12-08 09:57:15 | INFO | live | Monitoring... (waiting for data)
2025-12-08 09:57:20 | INFO | live | Monitoring... (waiting for data)
2025-12-08 09:57:25 | INFO | live | Monitoring... (waiting for data)
2025-12-08 09:57:30 | INFO | live | Monitoring... NSE=₹965.15 BSE=₹965.40 Spread=₹0.25
2025-12-08 09:57:35 | INFO | live | Monitoring... NSE=₹965.15 BSE=₹965.05 Spread=₹0.10
2025-12-08 09:57:40 | INFO | live | Monitoring... NSE=₹965.15 BSE=₹965.05 Spread=₹0.10
2025-12-08 09:57:45 | INFO | live | Monitoring... NSE=₹965.45 BSE=₹965.05 Spread=₹0.40
2025-12-08 09:57:50 | INFO | live | Monitoring... NSE=₹965.50 BSE=₹965.40 Spread=₹0.10
2025-12-08 09:57:55 | INFO | live | Monitoring... NSE=₹965.65 BSE=₹965.40 Spread=₹0.25
2025-12-08 09:58:20 | INFO | main | Authenticating with Angel One SmartAPI...
2025-12-08 09:58:21 | INFO | auth | Authentication successful
2025-12-08 09:58:21 | INFO | main | Authentication successful. Starting bot...
2025-12-08 09:58:21 | INFO | main | Using watchlist: ['RELIANCE', 'SBIN']
2025-12-08 09:58:21 | INFO | data_feed | Starting Angel One WebSocket feed for ['RELIANCE', 'SBIN']
2025-12-08 09:58:21 | INFO | data_feed | Fetching instrument master data for 2 symbols...
2025-12-08 09:58:21 | WARNING | data_feed | Could not fetch from master data. Using manual token lookup.
2025-12-08 09:58:21 | INFO | data_feed | Resolved 4 instrument tokens
2025-12-08 09:58:21 | INFO | live | Monitoring... (waiting for data)
2025-12-08 09:58:21 | INFO | data_feed | WebSocket connected. Subscribing to 4 instruments
2025-12-08 09:58:26 | INFO | live | Monitoring... NSE=₹1542.80 BSE=₹1542.15 Spread=₹0.65
2025-12-08 09:58:31 | INFO | live | Monitoring... NSE=₹1542.90 BSE=₹1542.15 Spread=₹0.75
2025-12-08 09:58:36 | INFO | live | Monitoring... NSE=₹965.20 BSE=₹965.55 Spread=₹0.35
2025-12-08 09:58:41 | INFO | live | Monitoring... NSE=₹965.30 BSE=₹965.45 Spread=₹0.15
2025-12-08 09:58:46 | INFO | live | Monitoring... NSE=₹965.35 BSE=₹965.55 Spread=₹0.20
2025-12-08 09:58:51 | INFO | live | Monitoring... NSE=₹1542.80 BSE=₹1542.30 Spread=₹0.50
2025-12-08 09:58:52 | INFO | main | Signal RELIANCE spread=0.90 buy=BSE@₹1542.30 sell=NSE@₹1543.20 qty=50
2025-12-08 09:58:53 | INFO | order_executor | Order placed BSE BUY RELIANCE qty=50 id=251208000214843
2025-12-08 09:58:53 | INFO | order_executor | Order placed NSE SELL RELIANCE qty=50 id=251208000214859
2025-12-08 09:58:53 | WARNING | order_executor | ⚠️ Trade INCOMPLETE: RELIANCE | Spread=₹0.90 | BUY: BSE (id=251208000214843, status=REJECTED, price=N/A) | SELL: NSE (id=251208000214859, status=REJECTED, price=N/A)
2025-12-08 09:58:53 | ERROR | order_executor | Failsafe triggered for RELIANCE: {'buy': {'result': {'order_id': '251208000214843', 'status': 'REJECTED', 'price': None}, 'leg': OrderLeg(exchange='BSE', symbol='RELIANCE', side='BUY', quantity=50, order_type='MARKET', product='INTRADAY', validity='IOC', price=0.0, trigger_price=0.0)}, 'sell': {'result': {'order_id': '251208000214859', 'status': 'REJECTED', 'price': None}, 'leg': OrderLeg(exchange='NSE', symbol='RELIANCE', side='SELL', quantity=50, order_type='MARKET', product='INTRADAY', validity='IOC', price=0.0, trigger_price=0.0)}}
2025-12-08 09:58:53 | INFO | main | Signal RELIANCE spread=0.90 buy=BSE@₹1542.30 sell=NSE@₹1543.20 qty=50
2025-12-08 09:58:54 | INFO | order_executor | Order placed NSE SELL RELIANCE qty=50 id=251208000214906
2025-12-08 09:58:54 | INFO | order_executor | Order placed BSE BUY RELIANCE qty=50 id=251208000214908
2025-12-08 09:58:56 | WARNING | order_executor | ⚠️ Trade INCOMPLETE: RELIANCE | Spread=₹0.90 | BUY: BSE (id=251208000214908, status=REJECTED, price=N/A) | SELL: NSE (id=251208000214906, status=REJECTED, price=N/A)
2025-12-08 09:58:56 | ERROR | order_executor | Failsafe triggered for RELIANCE: {'buy': {'result': {'order_id': '251208000214908', 'status': 'REJECTED', 'price': None}, 'leg': OrderLeg(exchange='BSE', symbol='RELIANCE', side='BUY', quantity=50, order_type='MARKET', product='INTRADAY', validity='IOC', price=0.0, trigger_price=0.0)}, 'sell': {'result': {'order_id': '251208000214906', 'status': 'REJECTED', 'price': None}, 'leg': OrderLeg(exchange='NSE', symbol='RELIANCE', side='SELL', quantity=50, order_type='MARKET', product='INTRADAY', validity='IOC', price=0.0, trigger_price=0.0)}}
2025-12-08 09:58:56 | INFO | main | Signal RELIANCE spread=0.90 buy=BSE@₹1542.30 sell=NSE@₹1543.20 qty=50
2025-12-08 09:58:56 | ERROR | safety | Too many failed fills; blocking new trades
2025-12-08 09:58:56 | INFO | live | Monitoring... NSE=₹1542.80 BSE=₹1542.30 Spread=₹0.50
2025-12-08 09:59:01 | INFO | live | Monitoring... NSE=₹1542.80 BSE=₹1542.90 Spread=₹0.10
2025-12-08 09:59:06 | INFO | live | Monitoring... NSE=₹1543.00 BSE=₹1542.95 Spread=₹0.05
2025-12-08 09:59:11 | INFO | live | Monitoring... NSE=₹1542.80 BSE=₹1543.00 Spread=₹0.20
2025-12-08 09:59:16 | INFO | live | Monitoring... NSE=₹1543.00 BSE=₹1542.40 Spread=₹0.60
2025-12-08 09:59:21 | INFO | live | Monitoring... NSE=₹1543.00 BSE=₹1542.40 Spread=₹0.60
2025-12-08 09:59:26 | INFO | live | Monitoring... NSE=₹1542.90 BSE=₹1542.40 Spread=₹0.50
2025-12-08 09:59:31 | INFO | live | Monitoring... NSE=₹1542.90 BSE=₹1542.35 Spread=₹0.55
2025-12-08 09:59:36 | INFO | live | Monitoring... NSE=₹965.70 BSE=₹965.50 Spread=₹0.20
2025-12-08 09:59:41 | INFO | live | Monitoring... NSE=₹965.70 BSE=₹965.75 Spread=₹0.05
2025-12-08 09:59:46 | INFO | live | Monitoring... NSE=₹965.60 BSE=₹965.75 Spread=₹0.15
2025-12-08 09:59:51 | INFO | live | Monitoring... NSE=₹965.50 BSE=₹965.75 Spread=₹0.25
2025-12-08 09:59:56 | INFO | live | Monitoring... NSE=₹1543.00 BSE=₹1543.15 Spread=₹0.15
2025-12-08 10:00:01 | INFO | live | Monitoring... NSE=₹1543.00 BSE=₹1543.15 Spread=₹0.15
2025-12-08 10:00:06 | INFO | live | Monitoring... NSE=₹965.40 BSE=₹965.60 Spread=₹0.20
2025-12-08 10:00:11 | INFO | live | Monitoring... NSE=₹1543.00 BSE=₹1542.45 Spread=₹0.55
2025-12-08 10:00:16 | INFO | live | Monitoring... NSE=₹1543.00 BSE=₹1542.45 Spread=₹0.55
2025-12-08 10:00:21 | INFO | live | Monitoring... NSE=₹1542.90 BSE=₹1542.45 Spread=₹0.45
2025-12-08 10:00:26 | INFO | live | Monitoring... NSE=₹1543.00 BSE=₹1542.45 Spread=₹0.55
2025-12-08 10:00:31 | INFO | live | Monitoring... NSE=₹1543.20 BSE=₹1543.00 Spread=₹0.20
2025-12-08 10:00:36 | INFO | live | Monitoring... NSE=₹1543.10 BSE=₹1542.45 Spread=₹0.65
2025-12-08 10:00:39 | INFO | main | Signal RELIANCE spread=0.95 buy=BSE@₹1542.45 sell=NSE@₹1543.40 qty=50
2025-12-08 10:00:39 | ERROR | safety | Too many failed fills; blocking new trades
2025-12-08 10:00:39 | INFO | main | Signal RELIANCE spread=0.95 buy=BSE@₹1542.45 sell=NSE@₹1543.40 qty=50
2025-12-08 10:00:39 | ERROR | safety | Too many failed fills; blocking new trades
2025-12-08 10:00:41 | INFO | live | Monitoring... NSE=₹1543.20 BSE=₹1543.50 Spread=₹0.30
2025-12-08 10:00:46 | INFO | live | Monitoring... NSE=₹1543.20 BSE=₹1543.50 Spread=₹0.30
2025-12-08 10:00:51 | INFO | live | Monitoring... NSE=₹1543.20 BSE=₹1542.85 Spread=₹0.35
2025-12-08 10:00:56 | INFO | live | Monitoring... NSE=₹1543.80 BSE=₹1543.00 Spread=₹0.80
2025-12-08 10:01:01 | INFO | live | Monitoring... NSE=₹1543.80 BSE=₹1543.00 Spread=₹0.80
2025-12-08 10:01:06 | INFO | live | Monitoring... NSE=₹1543.90 BSE=₹1543.65 Spread=₹0.25
2025-12-08 10:01:11 | INFO | live | Monitoring... NSE=₹965.75 BSE=₹965.55 Spread=₹0.20
2025-12-08 10:01:16 | INFO | live | Monitoring... NSE=₹1543.90 BSE=₹1543.20 Spread=₹0.70
2025-12-08 10:01:21 | INFO | live | Monitoring... NSE=₹1543.90 BSE=₹1543.20 Spread=₹0.70
2025-12-08 10:01:26 | INFO | live | Monitoring... NSE=₹1543.90 BSE=₹1543.20 Spread=₹0.70
2025-12-08 10:01:31 | INFO | live | Monitoring... NSE=₹965.90 BSE=₹966.00 Spread=₹0.10
2025-12-08 10:01:36 | INFO | live | Monitoring... NSE=₹1543.80 BSE=₹1544.00 Spread=₹0.20
2025-12-08 10:01:41 | INFO | live | Monitoring... NSE=₹965.70 BSE=₹965.80 Spread=₹0.10
2025-12-08 10:01:46 | INFO | live | Monitoring... NSE=₹1544.30 BSE=₹1544.00 Spread=₹0.30
2025-12-08 10:01:51 | INFO | live | Monitoring... NSE=₹1544.10 BSE=₹1543.55 Spread=₹0.55
2025-12-08 10:01:56 | INFO | live | Monitoring... NSE=₹965.40 BSE=₹965.85 Spread=₹0.45
2025-12-08 10:02:01 | INFO | live | Monitoring... NSE=₹1544.40 BSE=₹1543.85 Spread=₹0.55
2025-12-08 10:02:06 | INFO | live | Monitoring... NSE=₹965.70 BSE=₹965.30 Spread=₹0.40
2025-12-08 10:02:11 | INFO | live | Monitoring... NSE=₹965.80 BSE=₹965.30 Spread=₹0.50
2025-12-08 10:02:16 | INFO | live | Monitoring... NSE=₹965.45 BSE=₹965.75 Spread=₹0.30
2025-12-08 10:02:21 | INFO | live | Monitoring... NSE=₹1544.00 BSE=₹1543.60 Spread=₹0.40
2025-12-08 10:02:26 | INFO | live | Monitoring... NSE=₹1544.00 BSE=₹1543.60 Spread=₹0.40
2025-12-08 10:02:31 | INFO | live | Monitoring... NSE=₹1543.50 BSE=₹1543.85 Spread=₹0.35
2025-12-08 10:02:36 | INFO | live | Monitoring... NSE=₹964.60 BSE=₹965.00 Spread=₹0.40
2025-12-08 10:02:41 | INFO | live | Monitoring... NSE=₹964.40 BSE=₹965.00 Spread=₹0.60
2025-12-08 10:02:46 | INFO | live | Monitoring... NSE=₹964.85 BSE=₹964.25 Spread=₹0.60
2025-12-08 10:02:51 | INFO | live | Monitoring... NSE=₹1543.90 BSE=₹1543.75 Spread=₹0.15
2025-12-08 10:02:57 | INFO | live | Monitoring... NSE=₹1543.90 BSE=₹1543.75 Spread=₹0.15
2025-12-08 10:03:02 | INFO | live | Monitoring... NSE=₹1543.70 BSE=₹1543.00 Spread=₹0.70
2025-12-08 10:03:07 | INFO | live | Monitoring... NSE=₹1543.70 BSE=₹1543.00 Spread=₹0.70
2025-12-08 10:03:12 | INFO | live | Monitoring... NSE=₹1543.50 BSE=₹1543.00 Spread=₹0.50
2025-12-08 10:03:17 | INFO | live | Monitoring... NSE=₹1543.10 BSE=₹1543.65 Spread=₹0.55
2025-12-08 10:03:22 | INFO | live | Monitoring... NSE=₹964.30 BSE=₹964.85 Spread=₹0.55
2025-12-08 10:03:27 | INFO | live | Monitoring... NSE=₹1543.60 BSE=₹1542.95 Spread=₹0.65
2025-12-08 10:03:32 | INFO | live | Monitoring... NSE=₹1543.30 BSE=₹1543.45 Spread=₹0.15
2025-12-08 10:03:37 | INFO | live | Monitoring... NSE=₹964.20 BSE=₹964.45 Spread=₹0.25
2025-12-08 10:03:42 | INFO | live | Monitoring... NSE=₹964.05 BSE=₹964.45 Spread=₹0.40
2025-12-08 10:03:47 | INFO | live | Monitoring... NSE=₹1543.30 BSE=₹1543.00 Spread=₹0.30
2025-12-08 10:03:52 | INFO | live | Monitoring... NSE=₹1543.20 BSE=₹1542.95 Spread=₹0.25
2025-12-08 10:03:57 | INFO | live | Monitoring... NSE=₹1543.20 BSE=₹1543.50 Spread=₹0.30
2025-12-08 10:04:02 | INFO | live | Monitoring... NSE=₹1543.20 BSE=₹1543.50 Spread=₹0.30
2025-12-08 10:04:07 | INFO | live | Monitoring... NSE=₹964.70 BSE=₹964.45 Spread=₹0.25
2025-12-08 10:04:12 | INFO | live | Monitoring... NSE=₹1543.20 BSE=₹1543.50 Spread=₹0.30
2025-12-08 10:04:17 | INFO | live | Monitoring... NSE=₹1543.40 BSE=₹1542.95 Spread=₹0.45
2025-12-08 10:04:22 | INFO | live | Monitoring... NSE=₹964.30 BSE=₹964.60 Spread=₹0.30
2025-12-08 10:04:27 | INFO | live | Monitoring... NSE=₹964.30 BSE=₹964.60 Spread=₹0.30
2025-12-08 10:04:32 | INFO | live | Monitoring... NSE=₹1542.20 BSE=₹1542.45 Spread=₹0.25
